ultimaAtualizacaoCadastral,situacao,sequencialImovel,proprietarioPrincipal,natureza,inscricaoImobiliaria,enderecoImovelNomeLogradouro,enderecoImovelMunicipio,enderecoImovelEstado,enderecoImovelComplemento,enderecoImovelCodigoLogradouro,enderecoImovelCep,enderecoImovelBairro,enderecoCorrespondenciaNumero,enderecoCorrespondenciaNomeLogradouro,enderecoCorrespondenciaMunicipio,enderecoCorrespondenciaEstado,enderecoCorrespondenciaComplemento,enderecoCorrespondenciaCep,enderecoCorrespondenciaBairro,documentoProprietario,cepProprietario,topografiaLote,testadaPrincipalLote,testadaFicticiaLote,superficieLote,muradoLote,formatoLote,comCalcadaLote,areaLote,tipoEmpreendimentoMultipla,quantidadePavimentosMultipla,nomeSuperContemMultipla,nomeEdificacaoMultipla,areaTotalConstruidaMultipla,anoConstrucaoMultipla,tipoEstruturaSimples,tipoEmpreendimentoSimples,tipoConstrucaoSimples,padraoConstrucaoSimples,numeroHabiteseSimples,fracaoIdealSimples,estadoConservacaoSimples,dataCadastroPrefeituraSimples,coeficienteDepreciacao,areaTotalConstruidaSimples,valorVenal,valorAreaConstruidaM2,v0ValorTestadaFicticia,tipoAliquotaImposto,regimeTributacaoTLP,regimeTributacaoIPTU,patrimonio,aliquotaImposto,situacaoPavimentacao,distrito,setor,quadra,face,lote,sequencial,longitude,latitude
29/11/2015,Ativo,3415953,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0007-0,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0107 A,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0107 A,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007799,0.00408,Bom,21/07/1999,0.9716,23.04,7643.69,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3415953,,
29/11/2015,Ativo,3415961,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0008-9,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0108 A,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0108 A,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007799,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3415961,,
29/11/2015,Ativo,3415970,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0009-7,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0109 A,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0109 A,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007799,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3415970,,
29/11/2015,Ativo,3415988,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0010-0,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0110 A,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0110 A,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007799,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3415988,,
29/11/2015,Ativo,3415996,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0011-9,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0111 A,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0111 A,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007799,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3415996,,
29/11/2015,Ativo,3416003,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0012-7,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0112 A,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0112 A,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007799,0.00408,Bom,21/07/1999,0.9716,23.04,7643.69,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416003,,
29/11/2015,Ativo,3416011,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0013-5,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0202 A,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0202 A,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007799,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416011,,
29/11/2015,Ativo,3416020,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0014-3,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0203 A,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0203 A,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007799,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416020,,
29/11/2015,Ativo,3416038,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0015-1,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0204 A,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0204 A,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007799,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416038,,
29/11/2015,Ativo,3416046,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0016-0,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0205 A,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0205 A,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007799,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416046,,
29/11/2015,Ativo,3416054,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0017-8,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0208 A,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0208 A,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007799,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416054,,
29/11/2015,Ativo,3416062,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0018-6,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0209 A,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0209 A,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007799,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416062,,
29/11/2015,Ativo,3416070,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0019-4,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0210 A,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0210 A,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007799,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416070,,
29/11/2015,Ativo,3416089,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0020-8,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0211 A,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0211 A,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007799,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416089,,
29/11/2015,Ativo,3416119,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0021-6,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0101 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0101 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00408,Bom,21/07/1999,0.9716,23.04,7643.69,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416119,,
29/11/2015,Ativo,3416127,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0022-4,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0102 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0102 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416127,,
29/11/2015,Ativo,3416135,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0023-2,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0103 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0103 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416135,,
29/11/2015,Ativo,3416143,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0024-0,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0104 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0104 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416143,,
29/11/2015,Ativo,3416151,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0025-9,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0105 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0105 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416151,,
29/11/2015,Ativo,3416160,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0026-7,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0106 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0106 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416160,,
29/11/2015,Ativo,3416178,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0027-5,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0107 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0107 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416178,,
29/11/2015,Ativo,3416186,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0028-3,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0108 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0108 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00408,Bom,21/07/1999,0.9716,23.04,7643.69,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416186,,
29/11/2015,Ativo,3416194,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0029-1,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0109 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0109 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00408,Bom,21/07/1999,0.9716,23.04,7643.69,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416194,,
29/11/2015,Ativo,3416208,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0030-5,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0110 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0110 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416208,,
29/11/2015,Ativo,3416216,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0031-3,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0111 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0111 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416216,,
29/11/2015,Ativo,3416224,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0032-1,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0112 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0112 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416224,,
29/11/2015,Ativo,3416232,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0033-0,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0113 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0113 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416232,,
29/11/2015,Ativo,3416240,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0034-8,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0114 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0114 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416240,,
29/11/2015,Ativo,3416259,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0035-6,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0115 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0115 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00442,Bom,21/07/1999,0.9716,24.96,8280.66,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416259,,
29/11/2015,Ativo,3416267,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0036-4,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0202 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0202 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416267,,
29/11/2015,Ativo,3416275,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0037-2,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0203 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0203 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416275,,
29/11/2015,Ativo,3416283,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0038-0,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0204 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0204 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416283,,
29/11/2015,Ativo,3416291,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0039-9,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0205 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0205 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416291,,
29/11/2015,Ativo,3416305,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0040-2,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0206 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0206 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416305,,
29/11/2015,Ativo,3416313,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0041-0,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0207 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0207 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416313,,
29/11/2015,Ativo,3416321,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0042-9,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0210 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0210 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416321,,
29/11/2015,Ativo,3416330,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0043-7,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0211 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0211 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416330,,
29/11/2015,Ativo,3416348,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0044-5,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0212 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0212 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416348,,
29/11/2015,Ativo,3416356,MUNICIPIO DO RECIFE,Predial,3.1176.010.01.0061.0045-3,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0213 B,73601,52291270,BREJO DA GUABIRABA,125,RUA SENHOR DO BONFIM,RECIFE,PE,CASA 0213 B,52291270,BREJO DA GUABIRABA,10.565.000/0001-92,50030230,Plana,Plana,90.00,Seca,Sim,Irregular,Sim,8765.00,,,,,,,Alvenaria,Casa,Casa,Simples,730007899,0.00489,Bom,21/07/1999,0.9716,27.61,9159.88,327.41,560.72,Normal,38 - Isencao Total,Imune Executivo,Municipal com uso próprio,0.0000,Pavimentado,3,1176,10,1,61,3416356,,
